Data_Zone,Intermediate_Zone,Council_area,Total_population,Working_Age_population,SIMD2020v2_Rank,SIMD_2020v2_Percentile,SIMD2020v2_Vigintile,SIMD2020v2_Decile,SIMD2020v2_Quintile,SIMD2020v2_Income_Domain_Rank,SIMD2020_Employment_Domain_Rank,SIMD2020_Health_Domain_Rank,SIMD2020_Education_Domain_Rank,SIMD2020_Access_Domain_Rank,SIMD2020_Crime_Domain_Rank,SIMD2020_Housing_Domain_Rank,income_rate,income_count,employment_rate,employment_count,CIF,ALCOHOL,DRUG,SMR,DEPRESS,LBWT,EMERG,Attendance,Attainment,no_qualifications,not_participating,University,crime_count,crime_rate,overcrowded_count,nocentralheating_count,overcrowded_rate,nocentralheating_rate,drive_petrol,drive_GP,drive_post,drive_primary,drive_retail,drive_secondary,PT_GP,PT_post,PT_retail,broadband
S01008573,Liberton East,City of Edinburgh,909,565,5693,82,17,9,5,5539,5241,4657,5304,3855,3737,5287,4%,35,4%,22,75,12,0,155,19%,5%,65,86%,6.08,74,2%,21%,16,178,50,1,6%,0%,2.599806614,2.330997758,2.980353139,4.148672199,3.389728139,3.986953642,8.260765135,8.486252803,8.342214126,1%
S01008574,Liberton East,City of Edinburgh,680,468,5891,85,17,9,5,5779,5776,4883,5794,2523,4485,5660,3%,23,3%,14,55,21,0,363,13%,3%,93,88%,6.05,47,3%,19%,9,134,35,4,5%,1%,3.616704095,3.098632761,3.098929987,2.835307018,5.632034346,2.355373832,12.61440555,12.43214003,14.07910832,0%
S01008575,Liberton East,City of Edinburgh,821,553,6701,97,20,10,5,6670.5,6650.5,6828,6200,2361,4686,6202,2%,13,2%,9,30,13,0,56,11%,0%,46,89%,6.32,47,3%,24%,10,123,28,3,3%,0%,3.312562344,2.69728803,2.898341646,3.716891892,6.187721322,3.245942029,11.07051122,11.15251247,14.02850998,0%
S01008576,Liberton East,City of Edinburgh,822,510,6095,88,18,9,5,5281,5167,5529,6230,5460,4449,4488,4%,36,4%,20,55,47,0,52,15%,0%,74,91%,6.14,50,0%,19%,11,136,53,13,6%,2%,2.907894897,1.55605407,2.891400365,3.364074074,4.205425273,2.714166667,5.203863913,7.599729648,8.375710814,0%
S01008577,Liberton West and Braid Hills,City of Edinburgh,871,474,4955,72,15,8,4,4094,5304,3098,5881,5762,1395,6533,7%,65,4%,17,75,41,237,190,25%,9%,85,89%,5.81,44,1%,23%,36,419,22,1,3%,0%,2.106702658,1.588732004,1.298540975,3.610396825,6.29480897,3.416616162,5.140005537,4.405517719,10.91557586,0%
S01008578,Liberton West and Braid Hills,City of Edinburgh,838,435,6770,98,20,10,5,5671.5,6924,6125,6967,4882,3152,6555,4%,30,1%,4,40,60,0,124,18%,0%,47,*,6.64,16,0%,31%,18,218,13,8,2%,1%,2.679844913,2.154221464,1.467869107,3.246973684,6.407624069,4.290974026,4.778415012,3.496488834,9.260136476,0%
S01008579,Liberton West and Braid Hills,City of Edinburgh,999,515,4864,70,14,7,4,5000.5,4527,4101,6307,1850,2574,5205,5%,50,5%,26,65,37,23,131,24%,6%,74,*,6.00,46,0%,20%,26,264,31,10,5%,2%,2.96063745,2.714488712,2.199691235,4.351290323,6.948081009,5.104507042,9.666357902,8.530942895,14.19726428,19%
S01008580,Liberton West and Braid Hills,City of Edinburgh,551,362,5049,73,15,8,4,3734.5,5844,4178,5248,3758,3651,2774,9%,48,3%,11,70,518,0,68,14%,0%,84,88%,6.00,60,0%,7%,10,184,54,16,10%,3%,3.48320572,2.105908672,2.926166974,2.224402174,5.704414207,4.203785714,7.158247232,9.741088561,11.17152214,0%
S01008581,The Inch,City of Edinburgh,897,624,1430,21,5,3,2,1359,1260,1214,2819,2654,2098,1159,21%,185,16%,99,160,228,123,113,25%,4%,121,78%,5.71,129,1%,6%,28,316,155,26,17%,3%,4.347119687,2.706154922,3.555016779,2.210982659,5.865830537,4.093762887,8.321336689,11.5139877,11.88817114,0%
S01008582,The Inch,City of Edinburgh,1051,720,1971,29,6,3,2,1979,1780,2390,1625,4181,1639,2322,17%,174,13%,96,125,108,281,138,19%,3%,95,68%,5.35,132,9%,10%,40,376,124,23,12%,2%,3.590737745,2.255958333,2.425220588,2.28078,5.275936275,3.687478632,7.420686275,8.536615196,10.18163235,0%
S01008583,The Inch,City of Edinburgh,727,465,2418,35,7,4,2,2057,2517,2508,3079,4001,1942,1179,16%,117,11%,49,125,135,117,96,17%,6%,108,79%,5.41,82,5%,9%,24,334,133,10,19%,1%,3.929088359,1.9964446,4.251115007,2.309971264,4.897542076,3.318502538,6.601924965,9.686647966,9.427149369,0%
S01008584,The Inch,City of Edinburgh,873,550,2708,39,8,4,2,2375,2965,3144,2846,2396,3270,1422,14%,125,9%,50,100,113,222,93,18%,3%,88,78%,5.28,87,1%,6%,18,209,141,18,16%,2%,4.136440629,2.371362049,4.69492142,3.196946903,4.63056461,3.913238095,9.151653085,11.94813155,10.8719092,0%
S01008585,The Inch,City of Edinburgh,611,400,1602,23,5,3,2,1204,1868,3082,1392,2334,2109,1203,22%,133,13%,52,115,55,130,81,16%,15%,99,61%,5.05,106,3%,8%,19,315,106,13,18%,2%,3.981413043,2.699531773,5.044034281,3.084073034,4.200334448,4.209188034,9.697282609,13.24670151,10.4188796,0%
S01008586,The Inch,City of Edinburgh,848,541,2280,33,7,4,2,2287,3101,2145,1554,3180,2243,650,15%,125,9%,47,140,71,108,109,19%,2%,122,75%,5.17,138,6%,4%,25,299,176,26,22%,3%,4.332426017,1.822786683,4.625662762,2.547923497,5.185752158,4.059615385,6.976004932,12.69453761,11.78148582,0%
S01008587,"Blackford, West Mains and Mayfield Road",City of Edinburgh,1138,797,5588,81,17,9,5,5195.5,6698,5352,6006,2338,1058,5630,5%,52,2%,13,50,11,13,193,15%,3%,70,88%,6.43,40,0%,6%,56,490,35,6,5%,1%,2.873164661,2.780147702,3.695850656,3.827007042,5.332324945,6.188014706,6.45166302,7.265867068,7.642360503,4%
S01008588,"Blackford, West Mains and Mayfield Road",City of Edinburgh,865,529,6765,97,20,10,5,6255,6519.5,6600,6785,3067,5727,4676,2%,21,2%,10,30,28,17,68,12%,4%,62,95%,6.36,21,3%,20%,6,70,53,6,7%,1%,3.949225806,3.291248387,1.29613871,5.138172269,4.810722581,6.637038043,8.510387097,3.119767742,9.575464516,0%
S01008589,"Blackford, West Mains and Mayfield Road",City of Edinburgh,389,234,5580,80,16,8,4,4182,6558,4672,6057,3111,3278,6560,7%,28,2%,4,60,125,43,67,16%,0%,78,90%,6.00,55,0%,21%,8,208,10,1,3%,0%,2.757179487,3.118769231,1.532538462,4.904285714,4.601576923,6.206212121,9.870628205,5.904282051,11.26884615,0%
S01008590,"Blackford, West Mains and Mayfield Road",City of Edinburgh,817,509,6500,94,19,10,5,6309.5,6823,6185,6270,2035,5133,4994,2%,19,1%,7,50,27,0,75,12%,0%,59,91%,6.06,26,2%,12%,8,99,41,11,5%,1%,3.240263505,3.957364954,1.995823452,5.528676923,5.437875494,7.112828685,10.58682477,4.713017128,10.44841238,0%
S01008591,"Blackford, West Mains and Mayfield Road",City of Edinburgh,870,602,5998,86,18,9,5,5499,5663,5875,6755,2229,5018,4088,4%,34,3%,19,40,141,159,62,13%,3%,59,*,6.57,43,1%,19%,9,105,64,9,8%,1%,2.348828883,3.533853155,2.588206917,5.042463768,5.24089199,7.424375,9.595810073,6.582354369,9.492239078,0%
S01008592,"Blackford, West Mains and Mayfield Road",City of Edinburgh,896,635,4604,66,14,7,4,4475,4630,4562,5052,1461,4674,2017,6%,57,5%,31,70,81,72,99,13%,0%,78,86%,5.64,54,1%,15%,11,124,106,12,14%,2%,3.533891447,4.577572368,2.973384868,5.443080569,5.942529605,7.910386905,10.49015132,6.854072368,9.280710526,0%
S01008593,"Blackford, West Mains and Mayfield Road",City of Edinburgh,763,448,6540,94,19,10,5,6819,6539,6766,6945,2679,1517,6338,1%,9,2%,9,25,20,0,69,12%,0%,60,*,6.36,20,0%,69%,30,398,20,7,3%,1%,1.919554487,3.173458333,3.819439103,4.349014085,4.627788462,7.549642857,7.154266026,7.240179487,7.552910256,0%
S01008594,"Blackford, West Mains and Mayfield Road",City of Edinburgh,1114,652,6034,87,18,9,5,5901,5715,5755,6392,3005,2688,4041,3%,35,3%,20,45,46,82,89,15%,6%,55,93%,5.61,24,0%,13%,28,255,71,17,7%,2%,1.909600193,2.884600193,3.52267341,4.328229814,4.635175819,7.564320388,6.339084778,6.363911368,6.879906069,0%
S01008595,Prestonfield,City of Edinburgh,854,542,1347,20,4,2,1,1312,1184,958,2597,4188,1344,1015,21%,179,16%,88,165,136,304,164,26%,4%,126,84%,5.42,119,8%,6%,36,427,171,8,20%,1%,2.734555249,2.76901105,5.677143646,1.438965517,3.021491713,6.350625,6.957237569,11.19633702,7.079635359,0%
S01008596,Prestonfield,City of Edinburgh,891,645,2608,38,8,4,2,2456,2566,2138,3021,4548,3167,896,14%,124,10%,67,125,147,345,110,18%,14%,108,88%,5.80,123,10%,4%,19,216,181,9,21%,1%,3.079850352,1.77881162,5.007919601,1.855111732,3.44221831,6.789932432,5.030622066,10.43861502,7.49536385,0%
S01008597,Prestonfield,City of Edinburgh,844,517,6389,92,19,10,5,6104,6422,5610,5983,2889,4521,5517,3%,23,2%,11,50,41,40,60,14%,0%,70,89%,6.20,49,0%,12%,11,132,40,10,5%,1%,3.879673295,2.044431818,5.045747159,2.275545455,4.2749375,6.912916667,7.347073864,12.47599716,9.742215909,0%
S01008598,Prestonfield,City of Edinburgh,800,598,5644,81,17,9,5,4906,5420,5081,5454,4958,5611,652,5%,42,4%,21,60,30,125,59,15%,0%,75,86%,6.13,41,5%,12%,6,76,185,17,23%,2%,3.517075866,0.989563919,4.156514337,2.75755102,4.434232378,7.407745098,2.747401434,9.067544803,7.859707288,0%
S01008599,Newington and Dalkeith Road,City of Edinburgh,870,623,6416,92,19,10,5,6794.5,6351,6885,5500,4458,1268,2359.5,1%,11,2%,14,25,36,15,39,9%,12%,42,85%,5.67,19,2%,9%,38,442,118,10,13%,1%,2.829393362,1.175318281,3.529959195,3.792689243,4.676819913,7.823529412,3.768721436,7.282962459,8.090174102,0%
S01008600,Newington and Dalkeith Road,City of Edinburgh,1137,710,5988,86,18,9,5,5315,5129,6610,6105,4504,4304,1362,4%,49,4%,29,30,75,108,96,11%,4%,46,85%,6.33,29,3%,17%,16,143,118,33,15%,4%,2.024498229,1.76318477,2.470687721,2.812824268,4.398916765,7.392769953,4.4920366,5.58635183,7.200053129,2%
S01008601,Newington and Dalkeith Road,City of Edinburgh,2147,2032,6545,94,19,10,5,6752,6945,6355,5596,3650,5413,179,1%,30,1%,15,30,77,65,126,10%,0%,65,82%,*,53,0%,8%,18,85,262,15,35%,2%,3.183741611,2.610659297,2.938726806,1.624158416,3.307971773,6.147525253,7.17569088,7.405490525,8.240875444,35%
S01008602,Newington and Dalkeith Road,City of Edinburgh,667,549,5406,78,16,8,4,4784,5491.5,5506,4155,4756,4726,742,6%,37,3%,19,55,40,35,79,11%,8%,71,83%,5.67,30,2%,2%,8,122,113,19,20%,3%,3.922457692,2.446515385,2.568276923,1.468728814,2.883011538,6.743858696,7.084576923,8.168269231,8.715588462,0%
S01008603,Newington and Dalkeith Road,City of Edinburgh,1109,996,5341,77,16,8,4,4563,5058,4204,6018,6095,5486,189,6%,68,4%,41,80,93,94,84,14%,17%,70,80%,*,47,0%,10%,9,82,327,78,29%,7%,3.587321588,1.95544826,1.833046387,1.283395062,2.145533006,6.25738806,4.939099019,4.802187779,5.008608385,0%
S01008604,The Grange,City of Edinburgh,1121,907,6305,91,19,10,5,5990,5627,6387,5862,4195,4798,1836,3%,33,3%,29,45,65,103,50,11%,4%,44,84%,6.25,24,0%,4%,13,117,127,13,15%,2%,1.034648982,2.745659164,1.823823687,3.759039409,4.494796356,7.065766423,6.902355305,3.737419614,7.19994105,16%
S01008605,The Grange,City of Edinburgh,693,555,6721,97,20,10,5,6176,6713,6931,6374,5015,3789,788,3%,18,2%,9,25,34,0,38,9%,0%,33,*,6.38,20,8%,3%,12,175,130,33,19%,5%,0.885865385,2.485042735,1.964868234,3.784583333,3.882200855,5.743684211,7.024725783,4.618148148,8.42522792,1%
S01008606,The Grange,City of Edinburgh,743,444,6597,95,19,10,5,6399,6121,6476,6969,3310,3335,4450,2%,16,3%,11,35,21,106,55,11%,0%,60,*,6.59,9,3%,23%,15,205,56,6,7%,1%,1.629768579,2.90833116,2.527252282,4.729422111,4.67815515,6.633902439,8.474498044,6.779986962,9.597897653,0%
S01008607,The Grange,City of Edinburgh,613,302,6628,96,20,10,5,5749.5,6154,6669,6970,4750,2781,6286,3%,21,2%,8,35,17,0,46,11%,0%,60,*,6.71,6,0%,29%,15,248,20,3,3%,0%,1.787753968,1.889920635,2.503714286,3.631923077,3.285373016,5.318734177,5.849301587,5.52281746,7.827734127,5%
S01008608,The Grange,City of Edinburgh,783,433,6834,98,20,10,5,6136,6709,5969,6973,5425,3697,4834,3%,21,2%,7,40,15,23,117,15%,0%,65,*,6.44,12,0%,41%,14,181,42,9,6%,1%,2.739537284,2.001704394,1.307759654,3.893843931,3.509527297,5.29252381,6.445013316,3.9223502,7.838445406,0%
S01008609,The Grange,City of Edinburgh,1033,525,6458,93,19,10,5,5923,6138,5737,6835,3226,4794,4927,3%,32,3%,13,45,48,0,148,18%,7%,53,94%,6.32,13,3%,26%,12,118,46,17,5%,2%,3.97305783,2.922497441,1.403364893,4.78364486,4.425772774,6.37665493,8.913607984,4.475813715,10.44657114,0%
S01008610,The Grange,City of Edinburgh,841,516,6617,95,19,10,5,5483,6572,6086,6784,6360,2713,2911.5,4%,33,2%,10,45,10,0,67,12%,0%,84,*,6.36,8,0%,9%,21,253,88,18,10%,2%,3.057069575,1.172396816,2.766919222,3.105064516,2.634852594,4.185190476,3.357208137,6.131412146,5.60776533,0%
S01008611,Marchmont East and Sciennes,City of Edinburgh,1365,1157,6815,98,20,10,5,6419,6786,6803,6895,4894,4495,547,2%,29,1%,16,35,15,10,75,9%,4%,37,*,6.50,23,0%,18%,18,134,216,77,19%,7%,2.801238564,2.276803308,2.808729768,2.405,2.704706193,4.776433566,6.33424349,4.730147783,7.192061928,3%
S01008612,Marchmont East and Sciennes,City of Edinburgh,729,632,6126,88,18,9,5,5335.5,6134,5619,5640,5144,6056,388,4%,31,3%,16,40,244,49,100,13%,14%,61,90%,6.50,28,8%,2%,4,56,200,28,26%,4%,3.426861361,2.62551027,3.020949936,1.772207207,2.850962773,4.673152174,6.997304236,5.565844031,7.079521823,0%
S01008613,Marchmont East and Sciennes,City of Edinburgh,802,582,6579,95,19,10,5,6093,6235,6328,6638,5983,2559,1220,3%,22,2%,14,35,33,159,81,12%,6%,59,*,6.67,26,0%,6%,21,265,133,25,17%,3%,3.21177005,1.77316416,3.276143484,2.271714286,2.103834586,4.083492063,5.520861529,6.283533835,7.639057018,0%
S01008614,Marchmont East and Sciennes,City of Edinburgh,731,629,5951,86,18,9,5,4923,5810,5143,5814,6885,5457,300,5%,38,3%,19,60,115,89,112,12%,0%,61,*,*,28,7%,26%,6,83,187,27,28%,4%,3.209723043,0.934294682,2.933297637,2.385333333,1.567533235,3.050729167,1.891211226,7.480997046,5.098589365,0%
S01008615,Marchmont East and Sciennes,City of Edinburgh,874,698,6838,99,20,10,5,6510.5,6567,6630,6697,6814,4181,446,2%,17,2%,13,35,27,47,90,10%,0%,49,90%,*,17,0%,16%,13,151,204,33,24%,4%,3.313696778,1.075258918,3.106527618,2.334361702,1.442974684,3.284555556,2.873058113,7.362085731,4.76098389,0%
S01008616,Marchmont East and Sciennes,City of Edinburgh,634,543,6843,99,20,10,5,6530.5,6960,6969,5944,6819,5540,106,2%,12,0%,3,5,31,0,42,10%,0%,56,81%,5.92,15,0%,10%,5,80,270,24,37%,3%,3.413969986,1.296122101,3.213199181,2.865666667,1.178390177,3.039519231,2.731787176,6.033581173,3.019126876,0%
S01008617,Marchmont West,City of Edinburgh,785,661,6945,100,20,10,5,6931,6970,6945,6857,6456,4826,396,1%,6,0%,2,10,13,16,101,9%,0%,60,*,6.50,9,0%,10%,9,116,235,6,28%,1%,2.836338963,1.851254524,3.325835344,2.297522523,2.04657117,2.848309859,4.256103739,7.303287093,4.794402895,0%
S01008618,Marchmont West,City of Edinburgh,666,580,6929,100,20,10,5,6814,6949,6887,6660,6775,4722,239,1%,8,1%,4,20,47,19,58,10%,0%,49,*,6.25,13,3%,20%,8,122,236,15,32%,2%,2.945608931,1.462811231,3.298399865,2.558931298,1.503914073,2.463522727,3.815027064,7.194698917,2.856820027,0%
S01008619,Marchmont West,City of Edinburgh,498,407,6584,95,19,10,5,5269,6161,6792,6482,6559,6357,534,4%,22,2%,10,40,9,0,55,9%,0%,43,*,*,21,0%,2%,*,*,128,10,25%,2%,2.345490385,1.488778846,3.202990385,2.096428571,2.309754808,1.886,4.8435,9.803375,5.930423077,0%
S01008620,Marchmont West,City of Edinburgh,741,639,6933,100,20,10,5,6852,6959,6947,6719,6766,3743.5,497,1%,8,0%,3,15,26,16,75,11%,0%,41,*,5.90,19,0%,11%,13,178,208,13,26%,2%,2.594564417,1.321668712,3.202125767,2.359891304,1.804055215,2.148809524,4.363647239,8.104125767,3.735263804,0%
S01008621,Marchmont West,City of Edinburgh,759,627,6955,100,20,10,5,6773,6940,6964,6933,6928,5249,516,1%,10,1%,5,15,7,17,50,10%,4%,35,*,*,7,0%,9%,7,93,183,23,24%,3%,2.335243506,0.83349026,2.897288961,1.972892157,2.101785714,1.95875,2.300246753,7.90311039,4.954603896,0%
S01008622,Marchmont West,City of Edinburgh,512,406,6973,100,20,10,5,6969,6963,6917,6686,6774,5555,1421,0%,0,0%,2,25,17,0,37,10%,0%,42,*,6.67,7,4%,2%,4,79,81,15,16%,3%,1.534569632,1.343863636,2.393491296,1.620945946,2.474685687,1.835833333,4.71967118,6.735116054,6.548123791,0%
S01008623,Marchmont West,City of Edinburgh,879,622,6864,99,20,10,5,6390,6967,6972,6803,6041,3467,693,2%,19,0%,2,5,24,16,48,11%,5%,39,*,6.45,27,0%,12%,17,196,205,6,24%,1%,2.42192348,2.085469078,2.902544549,2.045125,2.837214361,2.632515528,5.764410377,8.336339099,7.113024109,0%
S01008624,Morningside,City of Edinburgh,797,412,6413,92,19,10,5,4897,6042,6238,6954,5305,3933,5109,5%,42,3%,11,50,63,0,111,9%,0%,54,*,6.80,26,0%,39%,13,165,41,4,6%,1%,3.329491037,1.75265685,2.056978233,2.863189655,3.013982074,4.889761905,6.60162612,7.077644046,8.065515365,0%
S01008625,Morningside,City of Edinburgh,607,364,5743,83,17,9,5,5730,4869,6116,6932,2226,2946,6197,3%,21,4%,16,35,91,250,66,12%,5%,61,*,6.00,11,0%,39%,14,234,15,7,3%,1%,4.916016579,3.064917103,3.195506108,3.451893939,4.389397906,6.6375,7.670837696,7.9941274,11.23616056,0%
S01008626,Morningside,City of Edinburgh,943,620,6968,100,20,10,5,6938,6910,6961,6823,5587,4187,4534,1%,7,1%,6,15,25,0,61,10%,0%,38,*,6.05,11,5%,26%,14,150,63,10,7%,1%,2.451634929,2.550761697,2.529333515,1.107740113,3.615068009,6.822027027,5.777883569,5.740587595,6.699866703,0%
S01008627,Morningside,City of Edinburgh,780,434,6935,100,20,10,5,6929,6909,6777,6976,5678,1815,6504,1%,6,1%,4,30,10,0,110,14%,0%,37,*,6.78,5,0%,42%,27,351,15,6,2%,1%,4.027269433,1.583297101,1.644150198,2.933,2.718158762,6.266823529,5.202028986,5.801554677,7.351936759,0%
S01008628,Morningside,City of Edinburgh,743,516,6168,89,18,9,5,5130,5380,5388,6897,5656,4952,2216,5%,35,4%,19,65,40,17,109,13%,14%,56,*,6.38,21,0%,22%,8,109,72,14,12%,2%,4.428515873,1.699190476,2.031753968,2.449909091,2.270595238,5.234130435,7.006460317,6.396654762,7.225222222,0%
S01008629,Morningside,City of Edinburgh,649,440,6698,97,20,10,5,5999,5630,6417,6091,6887,6234,2003,3%,19,3%,14,40,46,21,55,15%,7%,45,*,5.25,23,8%,9%,3,47,71,18,12%,3%,4.024518389,1.177810858,2.166348511,1.059517544,1.291313485,4.3496875,3.935761821,6.264181261,4.134378284,0%
S01008630,Morningside,City of Edinburgh,606,461,6689,96,20,10,5,6054,6657,6392,6730,6961,1812,1559,3%,17,2%,8,35,30,19,93,13%,13%,55,*,6.50,18,0%,1%,21,351,75,23,13%,4%,4.832135791,1.232751799,1.338098022,1.784132653,0.826600719,4.668392857,3.111951439,3.420350719,1.835431655,0%
S01008631,Morningside,City of Edinburgh,966,775,6557,94,19,10,5,6130,5399,6829,6795,6000,5439.5,529,3%,26,4%,28,30,58,42,24,11%,0%,37,*,6.60,21,0%,3%,8,84,161,48,20%,6%,5.050076336,1.304888677,0.878495547,2.539495413,1.578699109,4.401415929,3.441240458,2.020076336,3.99653944,18%
S01008632,Merchiston and Greenhill,City of Edinburgh,797,627,2809,41,9,5,3,3605,1508,3342,4824,5562,967,1237,9%,73,15%,92,115,88,25,182,12%,6%,87,*,6.22,110,9%,19%,41,508,101,39,14%,5%,4.959504357,1.550416667,2.000729847,2.356976744,1.700898693,3.726551724,4.677494553,5.893812636,4.750108932,20%
S01008633,Merchiston and Greenhill,City of Edinburgh,951,530,6535,94,19,10,5,6159,5573,6084,6752,4403,4210,5408,3%,25,3%,18,40,28,18,71,13%,0%,72,*,6.27,24,3%,22%,14,149,40,15,4%,2%,4.503258929,2.207071954,2.899217437,2.997,3.317597164,2.400801887,7.177436975,7.25762605,8.034944853,5%
S01008634,Merchiston and Greenhill,City of Edinburgh,765,527,6893,99,20,10,5,6553,6800,6865,6871,5798,3032,2093,2%,14,1%,7,25,32,0,83,9%,5%,45,*,6.11,10,0%,12%,17,225,87,24,12%,3%,3.597015131,1.607331499,2.244676754,3.049789474,2.647389959,3.167112676,6.415563961,7.262871389,8.488875516,0%
S01008635,Merchiston and Greenhill,City of Edinburgh,838,579,6816,98,20,10,5,6521,6513,6469,6636,6412,1913,3908,2%,16,2%,11,35,39,0,101,12%,0%,58,90%,6.45,14,0%,7%,28,338,67,11,8%,1%,3.122670588,1.917941176,1.969282353,2.737773973,2.087488235,3.115154639,5.889735294,5.239682353,5.349544118,0%
S01008636,Merchiston and Greenhill,City of Edinburgh,879,613,6854,99,20,10,5,6718,6677,6592,6620,6601,2140,2037,1%,13,2%,10,35,15,36,62,11%,5%,55,*,6.11,17,6%,8%,27,311,116,17,13%,2%,3.847566783,1.071083043,2.307349013,2.2765625,1.60818525,3.430217391,3.026260163,4.649036005,3.607038328,0%
S01008637,Merchiston and Greenhill,City of Edinburgh,855,569,6882,99,20,10,5,6747,6847,5272,6661,6939,3743.5,1992,1%,12,1%,7,50,30,17,109,20%,0%,65,88%,6.58,24,0%,15%,15,178,89,17,13%,3%,2.167091549,1.193566901,1.416288732,1.646185567,1.577299296,3.384345238,3.484855634,4.227211268,4.146802817,0%
S01008638,Bruntsfield,City of Edinburgh,882,587,5645,81,17,9,5,3868,6392,4074,6460,6443,5283,937,8%,72,2%,13,75,66,67,108,16%,0%,82,*,*,36,0%,2%,8,92,163,12,20%,2%,1.604391101,2.259888759,1.951850117,3.236992481,2.608234778,3.223450704,5.370813817,3.57477459,5.746855972,0%
S01008639,Bruntsfield,City of Edinburgh,977,797,5768,83,17,9,5,5176,4614,5803,6215,6355,3772,1048,5%,45,5%,39,50,81,98,78,12%,6%,54,89%,6.50,26,7%,10%,17,176,143,39,17%,5%,2.27652027,2.272623874,1.956692005,3.222431907,2.340867117,3.040316456,5.068440315,4.563054617,6.341137387,0%
S01008640,Bruntsfield,City of Edinburgh,820,673,6932,100,20,10,5,6722,6859,6847,6382,6956,3626,1259,1%,12,1%,8,30,6,0,83,9%,0%,47,91%,6.10,15,0%,4%,15,185,135,17,17%,2%,1.640924613,1.492396907,1.009832474,2.433973214,1.391668814,2.954034091,4.251333763,2.722474227,3.691559278,0%
S01008641,Bruntsfield,City of Edinburgh,959,835,6964,100,20,10,5,6954,6930,6965,6957,6974,5425,533,1%,6,1%,7,15,27,12,37,8%,5%,41,*,6.63,15,3%,23%,8,85,192,27,23%,3%,1.956878788,0.986551515,0.804727273,1.484791667,0.990466667,3.913815789,2.670587879,1.977309091,1.928969697,0%
S01008642,Bruntsfield,City of Edinburgh,923,719,6861,99,20,10,5,6590,6792,6950,6809,6848,2170,1166,2%,16,1%,10,20,5,0,35,10%,3%,43,*,6.63,11,0%,3%,28,307,160,28,17%,3%,2.666432403,1.658473712,1.508232296,1.866977612,1.791475322,3.283093923,4.405142167,3.703935086,4.164434013,0%
S01008643,Bruntsfield,City of Edinburgh,781,596,6785,98,20,10,5,6187,5903.5,6853,6760,6649,4298,1550,3%,20,3%,17,30,5,0,58,9%,0%,52,*,6.33,23,0%,9%,11,143,96,28,14%,4%,2.746302669,1.765052669,1.859238062,2.512905405,2.078423455,2.783777778,5.18383427,4.806186798,5.711502809,0%
S01008644,Bruntsfield,City of Edinburgh,833,651,5579,80,16,8,4,4010,4994,5762,6182,6599,6186,697,8%,64,4%,28,55,66,31,71,12%,0%,56,*,6.00,22,2%,3%,4,49,150,36,20%,5%,3.439568742,1.432172503,1.688936446,2.85130137,2.651475357,2.781032609,3.747840467,5.078952659,7.077821012,0%
S01008645,Polwarth,City of Edinburgh,836,657,6771,98,20,10,5,5316,6791,6578,6431,6874,6191,862,4%,36,1%,9,40,0,0,101,10%,3%,59,*,6.33,31,0%,3%,4,48,171,15,21%,2%,3.556933333,0.6702,1.560360606,2.848178571,2.763236364,3.284466667,1.939006061,5.02930303,7.49689697,0%
S01008646,Polwarth,City of Edinburgh,914,733,6514,94,19,10,5,6162,6380,6442,5733,6159,3247,549,3%,24,2%,16,35,48,72,61,11%,3%,58,89%,6.00,35,0%,5%,19,211,152,62,19%,8%,3.811200739,1.321163793,1.850862069,3.180506912,3.154224138,3.3525,4.426305419,5.688155788,8.652456897,0%
S01008647,Polwarth,City of Edinburgh,665,575,6435,93,19,10,5,5292,6354,6579,5875,6246,4717,647,4%,29,2%,13,35,37,0,38,12%,9%,58,*,*,25,0%,4%,8,122,99,48,17%,8%,3.340971986,1.713043294,1.826752971,2.515299145,3.158128183,3.049210526,5.466536503,4.82008489,6.932181664,0%
S01008648,Polwarth,City of Edinburgh,606,497,4505,65,13,7,4,4634,5531,5578,1818,6878,1139,329,6%,36,3%,17,60,45,35,50,13%,4%,60,*,*,67,29%,0%,28,468,148,39,24%,6%,2.368319672,1.68554918,1.189114754,1.805645161,2.461709016,2.612571429,3.938139344,3.167942623,5.162901639,0%
S01008649,Polwarth,City of Edinburgh,995,831,4879,70,14,7,4,4206,4689.5,4067,5118,5965,6144,35,7%,71,5%,40,75,78,18,199,16%,10%,69,*,*,41,14%,7%,5,51,298,119,35%,14%,3.317794118,2.382871809,1.445535516,2.477522523,2.960996115,3.338196721,7.899791898,3.86008879,7.298890122,0%
S01008650,Polwarth,City of Edinburgh,817,730,4476,65,13,7,4,4049,3880,4959,4446,6882,3428,14,8%,62,7%,48,85,41,55,83,14%,0%,55,*,5.33,47,0%,3%,16,198,291,118,40%,16%,2.825406977,1.518905609,0.882978796,2.220327869,2.271025992,2.843396226,5.416740766,2.426798906,5.503543092,0%
S01008651,Dalry and Fountainbridge,City of Edinburgh,1667,1585,4276,62,13,7,4,4545,4625,4317,2833,5715,2256,26,6%,103,5%,78,80,195,63,137,10%,12%,68,69%,5.33,74,23%,35%,50,298,284,68,41%,10%,3.338981865,2.096256477,1.601238342,2.738395062,2.050707254,2.206375,5.075927461,4.006994819,3.905992228,22%
