Data_Zone,Intermediate_Zone,Council_area,Total_population,Working_Age_population,SIMD2020v2_Rank,SIMD_2020v2_Percentile,SIMD2020v2_Vigintile,SIMD2020v2_Decile,SIMD2020v2_Quintile,SIMD2020v2_Income_Domain_Rank,SIMD2020_Employment_Domain_Rank,SIMD2020_Health_Domain_Rank,SIMD2020_Education_Domain_Rank,SIMD2020_Access_Domain_Rank,SIMD2020_Crime_Domain_Rank,SIMD2020_Housing_Domain_Rank,income_rate,income_count,employment_rate,employment_count,CIF,ALCOHOL,DRUG,SMR,DEPRESS,LBWT,EMERG,Attendance,Attainment,no_qualifications,not_participating,University,crime_count,crime_rate,overcrowded_count,nocentralheating_count,overcrowded_rate,nocentralheating_rate,drive_petrol,drive_GP,drive_post,drive_primary,drive_retail,drive_secondary,PT_GP,PT_post,PT_retail,broadband
S01008417,Balerno and Bonnington Village,City of Edinburgh,708,397,5537,80,16,8,4,5218.5,5564,6653,6691,853,5392,6350,5%,32,3%,13,35,10,0,26,14%,7%,56,92%,6.14,28,0%,30%,6,86,17,8,2%,1%,3.14797865,7.470991736,3.60297865,5.257357955,3.52297865,4.135769231,22.37331612,16.20544077,16.55205579,15%
S01008418,Balerno and Bonnington Village,City of Edinburgh,691,378,6119,88,18,9,5,6236.5,6386.5,6440,6733,988,5063,6650,2%,17,2%,8,30,57,50,38,12%,4%,72,94%,6.30,24,0%,13%,7,103,7,10,1%,1%,3.582608382,7.658157514,4.036864162,3.559742647,3.956524566,4.767979798,17.63304913,12.75444725,13.1001987,7%
S01008419,Balerno and Bonnington Village,City of Edinburgh,541,338,5200,75,15,8,4,4861,4315,5417,6907,2204,3594,5372.5,5%,29,6%,19,60,57,0,100,11%,0%,72,*,6.60,34,0%,25%,10,187,30,0,6%,0%,2.43612381,6.391604762,2.890733333,3.023231293,2.810733333,3.161975806,18.66512381,13.40194286,13.74998095,0%
S01008420,Balerno and Bonnington Village,City of Edinburgh,466,274,6431,93,19,10,5,6298,5980,5913,6262,2702,4957,6957,2%,11,3%,8,35,8,37,80,15%,0%,97,*,5.62,30,0%,13%,5,109,2,0,0%,0%,2.318151261,6.596964286,3.007095588,2.155457746,2.926565126,3.369637681,16.61466387,10.83966387,11.18752101,0%
S01008421,Balerno and Bonnington Village,City of Edinburgh,884,537,3441,50,10,5,3,3330.5,2861,2866,3907,4721,2575,4598,10%,91,10%,51,105,99,65,94,21%,7%,103,88%,5.17,88,2%,11%,23,264,61,6,7%,1%,1.305804196,6.02037296,2.037905012,2.588222656,1.959213287,2.917301587,16.15854895,6.965932401,7.310675991,0%
S01008422,Balerno and Bonnington Village,City of Edinburgh,617,316,6918,100,20,10,5,6833,6647.5,6334,6938,3823,5148,6377,1%,7,2%,5,35,24,0,58,14%,8%,71,*,6.38,11,0%,19%,6,99,17,4,3%,1%,1.806163446,6.124601449,2.259412238,4.779548193,2.18007649,2.9974,14.34369565,7.591481481,7.93826087,0%
S01008423,Balerno and Bonnington Village,City of Edinburgh,1088,685,6328,91,19,10,5,6843,6575,6437,6514,952,5862,6558,1%,12,2%,13,35,33,31,53,11%,0%,66,94%,5.78,31,1%,24%,7,65,27,3,3%,0%,3.761053622,5.507297742,3.568699436,5.68484127,4.213017404,4.060981308,16.24330903,13.14439323,16.69174036,13%
S01008424,Balerno and Bonnington Village,City of Edinburgh,836,417,6221,90,18,9,5,6275.5,5600,6711,6242,1629,6653,6859,2%,20,3%,14,30,13,0,55,14%,0%,55,93%,5.48,26,1%,20%,*,*,9,3,1%,0%,3.590988024,3.758769461,3.719790419,5.17,3.98494012,3.641756757,12.97627545,10.67496407,13.66187425,1%
S01008425,Currie West,City of Edinburgh,3847,3423,6483,93,19,10,5,6961,6951,6955,5606,1128,6161,6126,1%,20,1%,20,15,58,4,63,7%,0%,43,92%,5.76,39,1%,6%,19,50,31,8,3%,1%,4.609474645,3.408249493,4.477314402,3.339361702,5.874682556,4.677061856,9.390756592,13.44433063,20.61633367,19%
S01008426,Currie West,City of Edinburgh,599,333,4087,59,12,6,3,4081,3486,3077,3332,4990,4782,4290,8%,45,8%,25,95,85,56,102,21%,7%,99,87%,5.25,105,5%,11%,7,118,43,6,8%,1%,3.831361257,1.572975567,2.501849913,2.315939227,6.035658813,2.32040404,5.71469459,7.372591623,16.22200698,0%
S01008427,Currie West,City of Edinburgh,1084,717,6386,92,19,10,5,6785,6871,6521,6378,913,6599,5835,1%,14,1%,8,35,53,0,51,12%,3%,60,93%,6.18,36,1%,12%,3,28,48,4,4%,0%,4.883417603,3.600870787,4.095060861,4.001586207,7.029351592,4.38755618,15.80701311,15.51355805,24.56599719,0%
S01008428,Currie West,City of Edinburgh,696,399,4281,62,13,7,4,3892,3906,3399,3639,4772,4539,3844,8%,56,7%,26,75,139,183,83,19%,12%,97,84%,5.52,110,3%,13%,9,131,61,4,9%,1%,3.744981509,1.702174556,2.40045858,3.255718954,4.753088018,2.55432,7.503254438,6.759400888,11.9393676,0%
S01008429,Currie East,City of Edinburgh,964,583,6787,98,20,10,5,6334,6365,6307,6627,4959,3257,6278,2%,22,2%,13,35,25,36,55,14%,3%,66,94%,6.29,39,0%,17%,20,210,25,6,3%,1%,2.528653389,2.103275862,1.593058859,1.943778802,6.747057075,4.06496,6.786200951,4.603888228,15.35972652,0%
S01008430,Currie East,City of Edinburgh,831,500,5442,79,16,8,4,4889,4605,5556,6585,4242,2316,3292,5%,44,5%,25,55,44,0,51,17%,0%,67,*,5.71,37,0%,22%,24,293,66,9,10%,1%,1.986764264,2.343667417,1.763314565,3.142166667,6.526058559,4.51808642,6.867875375,5.80490991,14.5214039,0%
S01008431,Currie East,City of Edinburgh,825,471,5738,83,17,9,5,6146,4741,5754,6479,1844,4701,5748,3%,22,5%,22,45,13,62,52,16%,5%,72,94%,6.13,42,0%,13%,10,123,40,3,5%,0%,2.826134204,3.649804038,2.69692696,1.931243243,7.962511876,5.671710526,11.67523159,9.952108076,19.3358848,0%
S01008432,Currie East,City of Edinburgh,679,366,6205,89,18,9,5,6821,6132,6102,5699,1541,4479,6155,1%,8,3%,9,35,21,56,51,14%,7%,79,92%,5.40,39,2%,17%,9,134,26,2,4%,0%,2.152599857,4.116883024,3.073605563,2.382307692,7.663577033,6.118872549,11.57808845,8.859422254,17.80945792,3%
S01008433,Baberton and Juniper Green,City of Edinburgh,806,449,6378,92,19,10,5,6031,6705,6353,6243,1998,4178,6268,3%,23,2%,7,40,21,22,38,14%,0%,62,*,6.10,50,3%,15%,12,151,21,9,3%,1%,4.184278191,2.993770136,3.601474597,4.019486486,4.31972119,3.579036145,14.13954771,10.60012392,12.35127014,0%
S01008434,Baberton and Juniper Green,City of Edinburgh,940,578,6068,87,18,9,5,6074,6038,6372,5696,2209,3018,5488,3%,26,3%,15,30,13,0,85,18%,2%,71,89%,5.92,47,1%,14%,21,226,28,18,3%,2%,4.383682896,2.706036205,3.778970037,3.640042017,4.483554931,3.680301205,12.55007491,10.17979401,12.05222846,0%
S01008435,Baberton and Juniper Green,City of Edinburgh,789,455,6561,95,19,10,5,6873,6826,6556,5480,2812,2398,6094,1%,8,1%,6,30,44,0,68,14%,6%,59,90%,5.53,42,0%,10%,22,282,27,5,4%,1%,4.243697781,2.358854439,3.694030679,3.291,4.382353133,3.657454545,10.1001893,10.03658943,12.30625,0%
S01008436,Baberton and Juniper Green,City of Edinburgh,993,521,6286,91,19,10,5,6164,5666.5,5577,6759,2566,5286.5,6435,3%,26,3%,17,55,39,18,82,15%,4%,60,95%,6.25,33,0%,25%,9,92,25,2,3%,0%,3.610551724,2.834364943,4.098747126,2.993296089,4.85670977,4.379385965,9.411063218,7.717965517,12.89704023,0%
S01008437,Baberton and Juniper Green,City of Edinburgh,765,466,5315,77,16,8,4,5485.5,4782,4903,6095,1791,4766,3910.5,4%,30,5%,21,70,53,21,59,16%,5%,69,89%,6.00,38,0%,13%,9,119,55,12,8%,2%,2.595774648,4.060880282,3.920669014,2.716223022,6.089330986,5.819047619,8.857767606,6.383183099,13.5430493,8%
S01008438,Bonaly and The Pentlands,City of Edinburgh,665,431,5697,82,17,9,5,6190,5759,6172,6814,1305,1937,4229.5,3%,17,3%,13,40,52,0,68,13%,17%,65,*,6.14,40,0%,30%,22,335,36,2,8%,0%,3.577048533,3.334204289,3.96962754,2.258141026,6.382420993,4.997843137,10.93362302,11.79942438,25.6087246,14%
S01008439,Bonaly and The Pentlands,City of Edinburgh,1198,732,6866,99,20,10,5,6708,6768,6747,6959,2557,6330,6469.5,2%,18,1%,11,30,20,14,54,10%,3%,53,*,6.41,10,0%,20%,5,42,30,5,3%,0%,3.132477679,3.247247768,3.974854911,1.853484848,5.644745536,4.912325905,7.057642857,9.051736607,24.35523661,0%
S01008440,Bonaly and The Pentlands,City of Edinburgh,999,549,6406,92,19,10,5,6523,6063,6541,6858,1725,4522,6769,2%,19,3%,14,35,58,18,47,11%,9%,55,95%,5.95,12,1%,35%,13,132,16,3,2%,0%,4.297670512,2.931494483,3.604332999,2.804755556,6.891421765,5.578076923,7.705902708,9.328445336,23.20833501,0%
S01008441,Bonaly and The Pentlands,City of Edinburgh,477,276,6827,98,20,10,5,6800,6917,6773,6955,2151,5412,6125,1%,6,1%,3,25,76,33,45,11%,0%,49,*,6.38,24,0%,33%,4,85,11,8,2%,2%,3.832209677,3.223510753,3.951543011,2.85444,5.363451613,4.806527778,6.853935484,8.885419355,22.56252688,0%
S01008442,Bonaly and The Pentlands,City of Edinburgh,701,450,6710,97,20,10,5,6738.5,6443,6892,6767,2267,4556,6064,1%,10,2%,9,25,0,0,77,13%,0%,44,*,5.56,16,0%,25%,9,130,17,12,3%,2%,4.382325581,2.776842297,3.146140988,3.219065421,5.973361192,4.988589744,6.682412791,7.696598837,21.47234012,0%
S01008443,Bonaly and The Pentlands,City of Edinburgh,617,360,6397,92,19,10,5,6001,6078,6861,6952,2627,2795,6713,3%,18,3%,9,20,11,0,77,11%,6%,57,*,6.33,30,0%,31%,15,246,9,4,2%,1%,4.172912371,3.300575601,3.216636598,3.987047619,4.415347938,5.012222222,7.017628866,5.455614261,9.873114261,0%
S01008444,Colinton and Kingsknowe,City of Edinburgh,872,549,6271,90,18,9,5,6202,6837,6178,5643,2162,3621.5,3675,3%,22,1%,7,40,8,13,106,15%,0%,62,*,5.79,47,5%,4%,16,186,57,6,9%,1%,2.565500789,2.288781546,3.422350158,3.213293651,7.853205836,4.77125,8.74444795,9.023426656,18.62278391,0%
S01008445,Colinton and Kingsknowe,City of Edinburgh,1170,685,5299,76,16,8,4,4613,6676,4271,4755,2124,4237,3333.5,6%,70,2%,11,75,76,10,90,13%,2%,99,91%,5.73,69,0%,4%,17,147,95,6,10%,1%,3.331285326,1.87282337,3.315940217,3.346146067,8.246236413,4.40011194,8.267086957,9.769633152,20.01243478,1%
S01008446,Colinton and Kingsknowe,City of Edinburgh,1180,650,6910,100,20,10,5,6913,6936,6922,6935,2485,5967,6743,1%,10,1%,5,20,12,0,59,9%,0%,54,*,6.25,18,0%,12%,7,60,13,3,2%,0%,3.306881649,1.770363475,3.077316046,4.014619289,8.044257535,4.42951049,6.595263741,7.642845745,18.56775266,3%
S01008447,Colinton and Kingsknowe,City of Edinburgh,734,406,6735,97,20,10,5,6946,6653,6826,6854,1616,6060,6273,1%,5,2%,7,20,43,25,54,11%,0%,58,*,6.50,21,0%,19%,4,55,14,11,2%,2%,3.961955556,4.0594,3.609807407,4.639646018,4.035966667,5.641202532,11.94542593,9.397262963,10.50938519,0%
S01008448,Colinton and Kingsknowe,City of Edinburgh,761,475,6241,90,18,9,5,6493,5747.5,6593,6022,1745,5541,5770,2%,15,3%,15,40,9,22,39,12%,15%,51,94%,5.94,54,3%,19%,6,80,35,3,5%,0%,2.981486755,5.05857947,4.746215232,3.989666667,3.052824503,6.574241071,13.21807285,10.50063245,7.685609272,0%
S01008449,Clovenstone and Wester Hailes,City of Edinburgh,867,567,1254,18,4,2,1,934,1012,1380,2031,3539,4158.5,1579,24%,210,17%,98,155,168,219,134,20%,5%,128,75%,5.33,142,7%,10%,13,152,125,14,16%,2%,4.37768239,2.397433962,3.693698113,2.202586207,4.320918239,3.731307339,8.152628931,9.366408805,11.32139937,0%
S01008450,Clovenstone and Wester Hailes,City of Edinburgh,660,429,1471,22,5,3,2,1012,2832,2119,806,3336,978,824,23%,155,10%,41,125,87,288,156,20%,8%,103,75%,4.36,129,10%,3%,33,507,116,11,21%,2%,4.531089527,2.589497466,3.643826014,2.891386139,4.174839527,3.62300885,7.921300676,8.726680743,10.73168074,0%
S01008451,Clovenstone and Wester Hailes,City of Edinburgh,735,487,315,5,1,1,1,533,232,534,227,6663,237,698,28%,209,26%,125,225,164,443,165,23%,7%,109,65%,4.65,208,6%,3%,70,951,159,10,23%,1%,3.101144492,0.867914878,2.454391989,2.857908163,3.08527897,2.435841584,3.475143062,7.063905579,8.757632332,0%
S01008452,Clovenstone and Wester Hailes,City of Edinburgh,676,431,477,7,2,1,1,266,446,793,1418,4802,621,541,33%,222,22%,96,205,304,186,113,19%,19%,121,72%,5.28,171,6%,8%,43,629,163,4,26%,1%,4.008656894,1.864037242,3.180610143,2.832724138,3.738490491,3.286478495,6.42881141,6.779952456,8.785958796,0%
S01008453,Clovenstone and Wester Hailes,City of Edinburgh,693,497,3314,48,10,5,3,3196,3999,3191,1914,5409,4000,135,11%,75,6%,32,105,133,87,73,16%,8%,98,72%,5.32,121,1%,4%,11,161,192,4,38%,1%,3.787119565,1.334288538,2.999323123,2.953920705,3.540647233,3.172094017,6.170721344,7.224841897,9.229841897,0%
S01008454,The Calders,City of Edinburgh,940,638,964,14,3,2,1,694,972,1060,1371,4052,2332,1304,27%,251,18%,112,190,211,133,129,20%,6%,120,73%,5.11,139,7%,4%,27,291,168,16,18%,2%,3.444450578,2.520191903,2.809555731,3.727466887,3.529931651,2.825436242,11.00233964,7.288228181,8.909900105,0%
S01008455,The Calders,City of Edinburgh,987,669,983,15,3,2,1,1040,892,1675,762,4317,854,957,23%,229,18%,122,155,165,403,97,20%,7%,101,73%,4.60,166,9%,5%,54,544,213,4,21%,0%,2.87214,3.1670275,2.3761075,3.348168498,3.79854,2.132813688,11.4407125,6.198995,10.591835,0%
S01008456,The Calders,City of Edinburgh,996,685,288,5,1,1,1,352,190,314,785,5480,561,758,31%,309,26%,180,230,261,377,185,22%,8%,144,73%,4.60,155,6%,3%,67,671,203,26,21%,3%,2.739529805,3.002929085,1.419445015,2.345376344,3.463967112,1.9575,11.04339157,4.728530319,10.96175745,0%
S01008457,The Calders,City of Edinburgh,609,348,1080,16,4,2,1,1230,918,1012,1052,5967,1082.5,1059,22%,131,18%,62,180,169,106,125,25%,3%,123,77%,4.93,162,6%,2%,29,482,120,9,19%,1%,1.985292208,2.30262987,1.561099838,2.697236842,2.885714286,1.696527778,9.613246753,5.244760552,10.11102273,0%
S01008458,The Calders,City of Edinburgh,1033,689,3114,45,9,5,3,2828,3576,3272,1713,5145,2813,2522,12%,127,7%,51,90,108,171,104,18%,4%,87,80%,5.00,134,3%,3%,25,245,118,19,12%,2%,2.39429326,2.313649396,2.286370724,2.938228782,2.987316398,1.991041667,10.16273893,7.651908954,9.890372233,0%
S01008459,Murrayburn and Wester Hailes North,City of Edinburgh,783,538,437,7,2,1,1,604,330,681,792,5135,39,1040,28%,216,24%,128,195,253,338,120,20%,11%,141,71%,5.20,152,13%,2%,154,1967,122,34,16%,5%,3.247209852,2.664153171,2.347904858,3.935591133,2.640408232,2.827964286,8.002894737,6.461336032,6.69645749,0%
S01008460,Murrayburn and Wester Hailes North,City of Edinburgh,824,538,241,4,1,1,1,152,372,390,509,3550,248,965,36%,300,23%,125,225,261,408,175,21%,10%,139,67%,4.68,196,6%,6%,77,934,172,2,21%,0%,3.819537267,3.517322981,2.873850932,3.564684066,3.350478261,2.991565934,9.574409938,7.921114907,9.685447205,0%
S01008461,Murrayburn and Wester Hailes North,City of Edinburgh,940,619,322,5,1,1,1,339,453,818,179,3944,133,1219,31%,293,22%,138,200,142,204,156,21%,5%,129,63%,4.63,186,9%,2%,111,1185,167,14,18%,2%,3.646690372,3.225992888,2.721843545,3.327659236,3.235681072,2.975833333,9.417904814,7.867491794,9.502858315,0%
S01008462,Murrayburn and Wester Hailes North,City of Edinburgh,584,377,251,4,1,1,1,303,88,333,976,3392,1846,3317,32%,187,30%,112,215,279,427,184,27%,0%,139,70%,4.93,188,2%,7%,20,347,62,1,11%,0%,3.820802305,3.577491135,3.327531028,2.779933921,3.436484929,2.951294964,10.73338652,8.832836879,9.796684397,0%
S01008463,Murrayburn and Wester Hailes North,City of Edinburgh,673,478,335,5,1,1,1,374,292,656,451,3123,459,917,31%,207,25%,116,190,120,435,177,24%,15%,130,69%,4.29,172,9%,5%,50,738,141,7,21%,1%,3.83138806,3.053574627,3.036537313,3.98026455,3.648014925,3.284054054,10.1850597,8.864656716,10.45814925,0%
S01008464,Parkhead and Sighthill,City of Edinburgh,859,570,4354,63,13,7,4,3983,4892,4845,2224,5109,3045,1171,8%,67,4%,25,60,57,46,66,16%,4%,76,76%,5.09,119,1%,6%,19,224,137,34,16%,4%,2.776535294,2.171947059,1.939641176,2.819393064,4.267035294,3.891137725,7.438658824,4.671902941,8.672288235,0%
S01008465,Parkhead and Sighthill,City of Edinburgh,732,463,3796,55,11,6,3,3682,4495,4146,2372,5026,906,2139,9%,65,5%,24,75,28,39,99,18%,6%,83,83%,5.53,115,0%,0%,38,526,88,24,12%,3%,2.548847709,2.513524259,1.882489892,2.806863905,3.741964286,3.13495614,9.768756739,5.050774933,10.95252022,0%
S01008466,Parkhead and Sighthill,City of Edinburgh,715,493,3697,53,11,6,3,4162,4249,3562,1580,5236,1898,1730,7%,52,6%,28,80,112,76,89,18%,6%,93,76%,4.75,117,8%,6%,24,340,107,18,14%,2%,1.962429435,2.421202957,2.112523522,1.624923077,4.027993952,2.706566265,9.845208333,6.473692876,11.54252688,0%
S01008467,Parkhead and Sighthill,City of Edinburgh,806,508,3744,54,11,6,3,3258,4325,3820,2100,4489,3198,3511,11%,85,6%,28,70,44,55,86,18%,6%,110,78%,5.23,122,3%,5%,17,214,66,17,8%,2%,2.142519108,2.586477707,2.522305732,2.0703125,3.402996815,2.212222222,11.79073885,8.59488535,12.35710191,0%
S01008468,Broomhouse and Bankhead,City of Edinburgh,566,330,2531,37,8,4,2,3468,3832,2914,651,4287,671,1762,10%,55,7%,22,80,100,85,190,26%,0%,87,65%,4.86,141,15%,6%,34,609,94,8,15%,1%,2.056932153,2.505014749,1.980088496,3.116028037,4.229196165,3.324875,9.662035398,6.186135693,11.67664454,0%
S01008469,Broomhouse and Bankhead,City of Edinburgh,668,460,3868,56,12,6,3,3206,5037,4395,2723,4402,1071,1908,11%,72,4%,19,80,132,0,53,13%,6%,92,75%,5.61,126,0%,5%,32,485,89,3,15%,1%,2.494289428,2.65882149,1.487686308,3.291433566,5.433149913,4.557876106,6.95702773,5.047088388,11.1352513,0%
S01008470,Broomhouse and Bankhead,City of Edinburgh,891,580,1234,18,4,2,1,1103,1759,825,846,4371,2176,750.5,23%,201,14%,78,180,182,263,164,23%,0%,139,70%,4.93,165,9%,6%,27,307,158,14,22%,2%,2.843368819,2.946854396,1.185003434,3.474161184,5.341407967,4.384338235,9.585460165,2.962623626,13.05543269,0%
S01008471,Broomhouse and Bankhead,City of Edinburgh,866,559,792,12,3,2,1,735,990.5,499,1194,4105,876,777,26%,227,18%,98,195,208,376,258,23%,3%,147,76%,4.89,165,6%,5%,47,538,190,10,22%,1%,2.938715035,2.568138112,1.736209207,3.101184615,4.683190559,3.624071146,10.33142774,6.231212121,11.40115385,0%
S01008472,Broomhouse and Bankhead,City of Edinburgh,725,454,1893,28,6,3,2,1274,2151,3024,1436,5320,2298,771,21%,154,12%,54,130,79,77,100,15%,6%,90,72%,4.98,143,8%,8%,21,293,163,4,23%,1%,3.106523109,1.288354342,2.199856443,2.024901478,5.252051821,4.542573099,5.388123249,7.473837535,12.66567227,0%
S01008473,Stenhouse and Saughton Mains,City of Edinburgh,670,487,947,14,3,2,1,1200,1078.5,1020,674,4448,352,1168,22%,146,17%,82,185,70,240,181,25%,10%,107,66%,5.00,143,10%,3%,55,816,127,14,18%,2%,3.203560714,1.351803571,2.969064286,1.997756757,5.527067857,5.548586957,5.676285714,9.282964286,13.76897857,0%
S01008474,Stenhouse and Saughton Mains,City of Edinburgh,821,542,835,12,3,2,1,893.5,945,1140,747,3128,522,1565,25%,202,18%,96,170,177,214,156,23%,6%,112,76%,5.00,160,9%,1%,57,691,113,24,15%,3%,2.941062259,2.093074454,2.954499358,2.478573201,5.756174583,5.97013089,9.611931964,7.379595635,14.01704429,0%
S01008475,Stenhouse and Saughton Mains,City of Edinburgh,637,444,2062,30,6,3,2,1899,2582,2266,2434,4180,205,1331,17%,108,10%,46,125,135,128,121,19%,3%,115,77%,5.47,145,2%,8%,64,1002,114,3,19%,0%,1.946680328,2.270147541,3.147147541,1.776666667,4.989389344,5.893988764,9.360885246,6.338442623,11.32004918,0%
S01008476,Stenhouse and Saughton Mains,City of Edinburgh,772,533,2136,31,7,4,2,1896,2353,2561,2232,2963,1315,1850,17%,131,11%,60,110,131,131,121,19%,4%,108,79%,5.44,145,5%,7%,33,433,108,5,15%,1%,2.330872675,2.834653076,3.104577969,2.499817518,5.335350501,6.383043478,10.49827611,6.382893419,12.43677396,0%
S01008477,Stenhouse and Saughton Mains,City of Edinburgh,793,521,1698,25,5,3,2,1911,1520,1506,1990,2296,2835,1977,17%,134,15%,76,140,151,522,93,24%,8%,115,77%,4.71,150,0%,7%,19,243,116,5,15%,1%,2.683910091,3.481765847,2.367901035,2.855206612,5.448942432,6.694895105,13.29485123,7.146966365,12.01159444,0%
S01008478,Stenhouse and Saughton Mains,City of Edinburgh,844,568,1465,22,5,3,2,1654,1225,1326,2159,3848,1205,996,18%,156,16%,91,155,165,181,163,24%,9%,111,75%,5.28,97,6%,5%,38,456,166,6,21%,1%,2.076458333,3.517029762,2.608767857,3.101964912,3.638032738,5.713409091,9.415360119,5.531416667,8.284354167,0%
S01008479,Stenhouse and Saughton Mains,City of Edinburgh,768,528,1898,28,6,3,2,2248,2138,1961,1139,4305,673,1985,15%,115,12%,64,140,86,82,120,22%,0%,121,72%,4.93,156,3%,4%,47,607,107,11,14%,1%,1.25632874,2.50851706,2.720711942,2.071857143,4.262532808,6.145471698,10.50295276,7.26085958,10.70732612,0%
S01008480,Stenhouse and Saughton Mains,City of Edinburgh,641,474,2178,32,7,4,2,2688,3272,2612,1248,2447,348,801,13%,83,8%,39,125,95,72,110,18%,14%,99,68%,4.79,123,0%,2%,53,822,137,3,23%,0%,2.897108731,2.057121087,3.569864086,2.558485915,5.801783361,6.32862069,9.29878089,10.03947694,14.79116145,0%
S01008481,Longstone and Saughton,City of Edinburgh,1619,1247,2503,36,8,4,2,3291,4048,2494,951,5708,112,2408,10%,169,6%,78,120,69,416,103,13%,14%,131,73%,4.82,179,6%,6%,203,1251,123,16,13%,2%,1.925506192,1.34154644,3.289224458,1.983318777,4.545091331,4.94436019,5.161956656,6.753797214,8.624520124,0%
S01008482,Longstone and Saughton,City of Edinburgh,623,385,2330,34,7,4,2,2064,2203,2573,2208,4883,3002,1817,16%,100,12%,46,120,73,95,83,22%,7%,105,84%,5.25,125,4%,3%,14,228,77,22,13%,4%,2.48269544,2.276457655,3.610537459,2.902541667,3.059714984,4.236238095,7.260936482,7.526787459,5.345736971,0%
S01008483,Longstone and Saughton,City of Edinburgh,612,416,1466,22,5,3,2,1537,1453,2180,1505,1576,1609,2951.5,19%,118,15%,62,130,201,84,88,18%,11%,118,71%,4.59,121,8%,13%,23,381,69,5,12%,1%,3.757157191,3.899757525,5.232253344,2.577955466,4.224669732,5.89257764,14.87212375,11.75034281,9.427784281,0%
S01008484,Longstone and Saughton,City of Edinburgh,787,507,3855,56,12,6,3,4169,3858,3459,2729,2798,3898,2957,7%,57,7%,34,80,79,57,123,20%,3%,94,81%,5.07,97,1%,5%,13,167,74,19,10%,3%,2.914993369,3.489114721,4.825109416,1.761449275,3.454555703,5.445128205,12.96193634,11.25628979,8.65293435,0%
S01008485,Longstone and Saughton,City of Edinburgh,867,543,5702,82,17,9,5,5382.5,5970,5713,3636,3977,4158.5,3009,4%,36,3%,15,55,26,15,74,13%,0%,66,87%,5.13,82,2%,9%,13,152,112,11,11%,1%,1.812002463,3.499559113,4.675729064,2.567140078,2.306591133,5.462,11.36025616,10.19258867,5.752935961,0%
S01008486,Slateford and Chesser,City of Edinburgh,846,527,2977,43,9,5,3,2702,3336,2881,4831,2609,639,2711,13%,109,8%,42,105,88,134,74,21%,9%,102,87%,6.08,88,2%,11%,53,623,102,12,12%,1%,2.149048443,3.961326413,3.47704729,3.319709302,3.369714533,6.913214286,11.28542676,9.086000577,8.576222607,0%
S01008487,Slateford and Chesser,City of Edinburgh,894,720,5624,81,17,9,5,6005,6401,5873,5831,3019,1009,374,3%,26,2%,15,50,32,24,50,15%,3%,59,89%,6.07,43,2%,14%,45,499,209,16,28%,2%,2.097891963,4.842740448,2.610629117,3.710696203,2.440158103,6.722631579,12.87380764,7.895382082,7.021722661,0%
S01008488,Slateford and Chesser,City of Edinburgh,857,618,4162,60,12,6,3,3216,3971,3868,4868,6306,2073,1595,11%,92,6%,39,85,62,73,101,15%,3%,89,91%,6.00,91,0%,4%,27,319,114,19,15%,2%,0.938772906,3.432696335,2.186956806,1.75754902,2.089361911,5.480902778,8.28375,5.195772251,5.017329843,0%
S01008489,Slateford and Chesser,City of Edinburgh,610,428,2796,41,9,5,3,3085,2361,2681,2830,2881,3677,2644,11%,69,11%,48,115,83,165,98,22%,6%,93,77%,5.22,110,1%,11%,11,183,66,17,11%,3%,3.112850806,4.560584677,3.534834677,2.802704082,3.465112903,5.179302326,9.269645161,7.46246371,7.891096774,0%
S01008490,Slateford and Chesser,City of Edinburgh,912,672,3937,57,12,6,3,3598,3809,4489,3859,6141,1106,551,9%,84,7%,45,70,75,35,86,15%,7%,78,74%,5.80,68,0%,7%,44,478,184,51,21%,6%,1.178390258,3.012138858,2.762883539,1.293926174,2.099708847,4.983364486,7.439543673,7.841016237,5.851153415,0%
S01008491,Slateford and Chesser,City of Edinburgh,986,765,4061,59,12,6,3,4410,4454,4504,1621,5866,2659,692,7%,65,5%,41,70,128,34,106,11%,4%,82,79%,*,82,6%,2%,25,257,176,46,19%,5%,1.993323304,2.799945295,3.110035558,1.989352518,2.016198031,4.319042553,6.225210613,8.910752188,5.338922319,0%
S01008492,Gorgie West,City of Edinburgh,1341,1126,3154,46,10,5,3,2977,3169,3062,2124,5825,3915,1011,12%,157,9%,97,125,47,54,144,15%,8%,93,73%,5.29,103,3%,5%,22,166,161,40,17%,4%,2.560293962,2.740203919,2.409989407,3.34519337,1.98732786,4.070422535,4.627002119,8.32689089,4.679592161,0%
S01008493,Gorgie West,City of Edinburgh,1052,763,2517,37,8,4,2,3148,2482,2315,2736,4630,652,563,11%,116,11%,82,125,157,122,95,22%,5%,101,83%,4.96,78,5%,6%,65,616,180,27,23%,3%,2.019129887,4.154861286,2.319120429,3.382121212,2.996576293,4.312311828,8.176929382,4.62943884,6.023757881,0%
S01008494,Gorgie West,City of Edinburgh,1024,828,1663,24,5,3,2,2594,1677,2001,955,5777,334,82,13%,137,14%,115,140,175,187,157,19%,3%,94,70%,5.00,99,16%,2%,85,831,193,102,28%,15%,1.497383721,3.726271802,1.917132994,2.551615385,2.631860465,4.520976563,8.248531977,4.168568314,5.142340116,0%
